# Each author writes 6 times
23,Friday,LL,KG,beyond
23,Saturday,WJG,IM,
24,Sunday,JSt,CC,queue
24,Monday,OC,MH,
24,Tuesday,DG,SS,
24,Wednesday,RG,WJG,
24,Thursday,ACu,ZS,
24,Friday,JN,AG,beyond
24,Saturday,AC,AM,
25,Sunday,APiz,DG,queue
25,Monday,KG,JSt,
25,Tuesday,CJ,LZal,
25,Wednesday,AM,AW,
25,Thursday,MC,SK,
25,Friday,WJG,LA,beyond
25,Saturday,GD,PH,
26,Sunday,JN,LL,queue
26,Monday,MH,VK,
26,Tuesday,JS,HS,
26,Wednesday,APic,AG,
26,Thursday,GFA,KG,
26,Friday,AC,APiz,beyond
26,Saturday,AW,CJ,
27,Sunday,SW,DG,queue
27,Monday,SS,JN,
27,Tuesday,CM,JSt,
27,Wednesday,LZag,MC,
27,Thursday,LA,JH,
27,Friday,APiz,MH,beyond
27,Saturday,SN,RH,
28,Sunday,MC,RG,queue
28,Monday,IM,SS,
28,Tuesday,LZal,CM,
28,Wednesday,DG,KP,
28,Thursday,AW,CC,
28,Friday,RH,ZS,beyond
28,Saturday,HS,SN,
29,Sunday,AC,SW,queue
29,Monday,OC,GFA,
29,Tuesday,KG,VK,
29,Wednesday,PH,JN,
29,Thursday,CC,JH,
29,Friday,PG,IM,beyond
29,Saturday,SK,MC,
30,Sunday,SS,ZS,queue
30,Monday,APiz,JSt,
30,Tuesday,LZag,SK,
30,Wednesday,CJ,PH,
30,Thursday,LL,HS,
30,Friday,AM,ACu,beyond
30,Saturday,APic,PG,
31,Sunday,ACu,LZag,queue
31,Monday,SW,AW,
31,Tuesday,SK,VK,
31,Wednesday,JN,RG,
31,Thursday,JH,OC,
31,Friday,JS,SS,beyond
31,Saturday,CM,KG,
32,Sunday,LL,CM,queue
32,Monday,SN,LZal,
32,Tuesday,DG,LA,
32,Wednesday,AM,ZS,
32,Thursday,GD,WY,
32,Friday,AG,SK,beyond
32,Saturday,GFA,KP,
33,Sunday,APiz,GD,queue
33,Monday,SK,OC,
33,Tuesday,LA,SW,
33,Wednesday,KP,AW,
33,Thursday,JH,KG,
33,Friday,ZS,DG,beyond
33,Saturday,PH,CJ,
34,Sunday,CC,RH,queue
34,Monday,SN,JH,
34,Tuesday,AG,ACu,
34,Wednesday,SW,RG,
34,Thursday,OC,WY,
34,Friday,LL,JN,beyond
34,Saturday,DG,CM,
35,Sunday,ZS,GD,
35,Monday,LA,SK,
