1,Sunday,OC,DG,queue
1,Monday,KG,PG,
1,Tuesday,APic,CC,
1,Wednesday,WJG,HS,
1,Thursday,ACu,WY,
1,Friday,GD,AM,beyond
1,Saturday,AC,IM,
2,Sunday,AM,APic,queue
2,Monday,PH,LA,
2,Tuesday,SW,ZS,
2,Wednesday,CM,CJ,
2,Thursday,AG,SK,
2,Friday,RG,ACu,beyond
2,Saturday,APiz,RH,
3,Sunday,KP,VK,queue
3,Monday,OC,SS,
3,Tuesday,PG,KG,
3,Wednesday,SN,JSt,
3,Thursday,LZag,SW,
3,Friday,CJ,AG,beyond
3,Saturday,DG,APiz,
4,Sunday,APiz,AC,queue
4,Monday,SW,JH,
4,Tuesday,GFA,PG,
4,Wednesday,CC,RG,
4,Thursday,JS,KP,
4,Friday,MH,RH,beyond
4,Saturday,LA,WJG,
5,Sunday,LZag,MC,queue
5,Monday,ACu,LZal,
5,Tuesday,JH,CM,
5,Wednesday,RH,CJ,
5,Thursday,LL,GFA,
5,Friday,AM,CC,beyond
5,Saturday,JN,SW,
6,Sunday,RG,APiz,queue
6,Monday,GFA,AC,
6,Tuesday,AG,JN,
6,Wednesday,JSt,SN,
6,Thursday,PG,SK,
6,Friday,AW,IM,beyond
6,Saturday,ZS,AM,
7,Sunday,GD,CM,queue
7,Monday,SW,LL,
7,Tuesday,MC,ZS,
7,Wednesday,JS,APic,
7,Thursday,MH,AW,
7,Friday,LA,PH,beyond
7,Saturday,VK,ACu,
8,Sunday,APic,LZag,queue
8,Monday,AM,GD,
8,Tuesday,AC,PG,
8,Wednesday,SN,DG,
8,Thursday,CJ,LA,
8,Friday,SK,KP,beyond
8,Saturday,HS,APiz,
9,Sunday,PH,KG,queue
9,Monday,CC,SW,
9,Tuesday,LL,OC,
9,Wednesday,PG,SS,
9,Thursday,CM,VK,
9,Friday,AG,AC,beyond
9,Saturday,LZal,GFA,
10,Sunday,LA,LL,queue
10,Monday,RG,LZal,
10,Tuesday,JS,LZag,
10,Wednesday,RH,CC,
10,Thursday,AW,MH,
10,Friday,VK,GD,beyond
10,Saturday,ZS,DG,
11,Sunday,GFA,AM,queue
11,Monday,OC,ZS,
11,Tuesday,JH,JN,
11,Wednesday,GD,LA,
11,Thursday,SK,PH,
11,Friday,LZal,AG,beyond
11,Saturday,DG,WY,
12,Sunday,SS,GD,queue
12,Monday,WY,JS,
12,Tuesday,WJG,JSt,
12,Wednesday,KG,SN,
12,Thursday,AW,GFA,
12,Friday,HS,APic,beyond
12,Saturday,KP,MC,
13,Sunday,PH,AW,queue
13,Monday,DG,KG,
13,Tuesday,IM,OC,
13,Wednesday,JH,RH,
13,Thursday,JSt,LZag,
13,Friday,APiz,AG,beyond
13,Saturday,APic,WJG,
14,Sunday,KG,ACu,queue
14,Monday,CM,JH,
14,Tuesday,CC,CJ,
14,Wednesday,LZag,RG,
14,Thursday,AC,WY,
14,Friday,MC,HS,beyond
14,Saturday,ZS,SS,
15,Sunday,HS,VK,queue
15,Monday,SN,JSt,
15,Tuesday,SS,LZal,
15,Wednesday,IM,JS,
15,Thursday,CJ,KP,
15,Friday,RH,MH,beyond
15,Saturday,WY,OC,
16,Sunday,JN,PH,queue
16,Monday,VK,SN,
16,Tuesday,KP,IM,
16,Wednesday,ACu,LL,
16,Thursday,JSt,JH,
16,Friday,WJG,RG,beyond
16,Saturday,SK,MC,
17,Sunday,IM,SK,queue
17,Monday,SS,HS,
17,Tuesday,LL,JN,
17,Wednesday,LZal,AW,
17,Thursday,MH,JS,
17,Friday,MC,WJG,beyond
17,Saturday,WY,CM,
18,Sunday,JN,MH,
